filename,source,point_size
PR-KEYNES-T-00006-00023-000-00074_ed_500dpi_line_65_pos_6_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00074_ed_500dpi_line_68_pos_17_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00074_ed_500dpi_line_68_pos_6_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00074_ed_500dpi_line_7_pos_21_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00074_ed_500dpi_line_7_pos_23_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00074_ed_500dpi_line_7_pos_34_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00074_ed_500dpi_line_7_pos_7_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00074_ed_500dpi_line_75_pos_31_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_17_pos_17_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_18_pos_4_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_20_pos_18_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_21_pos_3_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_21_pos_8_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_23_pos_8_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_28_pos_19_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_28_pos_36_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_28_pos_41_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_29_pos_3_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_34_pos_15_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_34_pos_26_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_44_pos_16_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_48_pos_8_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_5_pos_29_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_52_pos_6_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_53_pos_12_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_55_pos_21_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_57_pos_13_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_62_pos_13_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_64_pos_4_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_64_pos_6_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_7_pos_5_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_71_pos_29_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_73_pos_11_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_73_pos_4_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_73_pos_8_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_76_pos_16_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_79_pos_10_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_83_pos_11_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_83_pos_23_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_83_pos_28_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_83_pos_35_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_88_pos_21_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_92_pos_40_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_92_pos_5_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_96_pos_13_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00086_ed_500dpi_line_98_pos_8_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_10_pos_15_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_10_pos_36_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_13_pos_10_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_13_pos_22_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_14_pos_1_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_16_pos_4_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_19_pos_31_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_23_pos_26_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_26_pos_2_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_31_pos_20_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_34_pos_10_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_34_pos_12_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_36_pos_17_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_40_pos_10_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_44_pos_15_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_47_pos_5_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_51_pos_1_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_51_pos_7_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_53_pos_15_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_53_pos_22_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_53_pos_23_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_53_pos_34_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_56_pos_27_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_60_pos_16_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_62_pos_11_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_62_pos_31_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_63_pos_2_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_65_pos_22_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_65_pos_7_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_66_pos_3_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_68_pos_16_RLC m.png,Virgil,16_Great_Primer
PR-KEYNES-T-00006-00023-000-00093_ed_500dpi_line_8_pos_13_RLC m.png,Virgil,16_Great_Primer
PR-MORRISON-00012-00018-000-00009_ed_500dpi_line_2_pos_3_RLC m.png,Book of Common Prayer,?08_Brevier
PR-MORRISON-00012-00018-000-00009_ed_500dpi_line_2_pos_4_RLC m.png,Book of Common Prayer,?08_Brevier
PR-MORRISON-00012-00018-000-00009_ed_500dpi_line_49_pos_11_RLC m.png,Book of Common Prayer,?larger_than_08_Brevier
PR-MORRISON-00012-00018-000-00009_ed_500dpi_line_7_pos_6_RLC m.png,Book of Common Prayer,?08_Brevier
PR-MORRISON-00012-00018-000-00012_ed_500dpi_line_108_pos_20_RLC m.png,Book of Common Prayer,06_Nonpareil
PR-MORRISON-00012-00018-000-00012_ed_500dpi_line_15_pos_16_RLC m.png,Book of Common Prayer,06_Nonpareil
PR-MORRISON-00012-00018-000-00012_ed_500dpi_line_37_pos_22_RLC m.png,Book of Common Prayer,06_Nonpareil
PR-MORRISON-00012-00018-000-00019_ed_500dpi_line_63_pos_17_RLC m.png,Book of Common Prayer,06_Nonpareil
PR-MORRISON-00012-00018-000-00035_ed_500dpi_line_66_pos_2_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00035_ed_500dpi_line_67_pos_25_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00035_ed_500dpi_line_67_pos_52_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00035_ed_500dpi_line_70_pos_25_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00035_ed_500dpi_line_70_pos_38_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00035_ed_500dpi_line_74_pos_18_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00040_ed_500dpi_line_111_pos_37_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00040_ed_500dpi_line_37_pos_16_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00040_ed_500dpi_line_54_pos_16_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00040_ed_500dpi_line_58_pos_20_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00041_ed_500dpi_line_118_pos_12_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00041_ed_500dpi_line_122_pos_21_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00041_ed_500dpi_line_124_pos_12_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00041_ed_500dpi_line_126_pos_21_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00041_ed_500dpi_line_127_pos_5_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00041_ed_500dpi_line_130_pos_35_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00041_ed_500dpi_line_131_pos_28_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_102_pos_24_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_105_pos_17_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_114_pos_50_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_134_pos_43_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_145_pos_19_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_145_pos_37_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_149_pos_22_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_18_pos_16_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_18_pos_43_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_22_pos_18_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_26_pos_28_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_29_pos_1_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_29_pos_51_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_42_pos_13_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_50_pos_21_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_50_pos_22_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00043_ed_500dpi_line_50_pos_52_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_107_pos_49_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_113_pos_54_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_120_pos_40_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_120_pos_49_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_25_pos_16_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_29_pos_28_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_34_pos_1_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_35_pos_52_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_47_pos_34_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_49_pos_1_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_52_pos_18_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_52_pos_48_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_57_pos_17_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_89_pos_13_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00052_ed_500dpi_line_94_pos_17_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_100_pos_12_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_105_pos_7_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_121_pos_60_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_132_pos_1_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_139_pos_26_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_139_pos_52_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_144_pos_24_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_144_pos_32_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_27_pos_10_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_32_pos_18_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_52_pos_27_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_55_pos_27_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_60_pos_36_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_65_pos_40_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_82_pos_3_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00064_ed_500dpi_line_86_pos_14_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00140_ed_500dpi_line_10_pos_45_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00140_ed_500dpi_line_107_pos_26_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00140_ed_500dpi_line_140_pos_18_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00140_ed_500dpi_line_161_pos_46_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00140_ed_500dpi_line_29_pos_51_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00140_ed_500dpi_line_45_pos_9_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_101_pos_24_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_101_pos_27_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_121_pos_32_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_125_pos_42_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_14_pos_19_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_18_pos_10_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_24_pos_8_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_32_pos_4_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_35_pos_45_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_50_pos_19_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_6_pos_18_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_62_pos_16_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_73_pos_31_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_73_pos_37_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_76_pos_34_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_84_pos_19_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_84_pos_42_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_91_pos_11_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_95_pos_23_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00209_ed_500dpi_line_95_pos_37_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_106_pos_15_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_107_pos_12_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_116_pos_7_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_130_pos_33_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_130_pos_4_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_130_pos_43_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_132_pos_9_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_133_pos_29_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_133_pos_39_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_137_pos_5_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_138_pos_12_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_138_pos_13_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_138_pos_17_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_144_pos_7_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_147_pos_4_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00216_ed_500dpi_line_89_pos_4_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00389_ed_500dpi_line_30_pos_28_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00389_ed_500dpi_line_30_pos_35_RLC m.png,Book of Common Prayer,08_Brevier
PR-MORRISON-00012-00018-000-00389_ed_500dpi_line_46_pos_21_RLC m.png,Book of Common Prayer,08_Brevier
PR-PATH-AA-00005-000-00002_line_14_pos_1_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_14_pos_26_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_14_pos_63_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_17_pos_16_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_17_pos_17_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_23_pos_15_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_24_pos_6_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_26_pos_34_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_26_pos_55_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_29_pos_12_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_29_pos_19_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_29_pos_72_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_33_pos_16_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_33_pos_21_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_33_pos_63_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_37_pos_1_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_37_pos_53_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_37_pos_54_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_39_pos_30_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_39_pos_39_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_42_pos_53_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_44_pos_20_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_44_pos_75_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_5_pos_24_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_50_pos_16_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_50_pos_22_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_53_pos_24_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_58_pos_1_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_60_pos_4_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00002_line_8_pos_51_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00003_line_102_pos_20_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00003_line_102_pos_26_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00003_line_106_pos_11_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00003_line_106_pos_19_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00003_line_108_pos_16_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
PR-PATH-AA-00005-000-00003_line_108_pos_2_RLC m.png,Hunter Gravid Uterus,?16_Great_Primer
